World,OWID_WRL,1990,0.2899184,3.486165,3.7915852,0.49008313,0.15053226
World,OWID_WRL,1991,0.29003072,3.5208344,3.785868,0.4896426,0.15092015
World,OWID_WRL,1992,0.29009753,3.5501535,3.7802868,0.48932484,0.15124461
World,OWID_WRL,1993,0.29010698,3.5731866,3.7749865,0.489048,0.15140574
World,OWID_WRL,1994,0.2900472,3.5891857,3.769841,0.48877683,0.15142713
World,OWID_WRL,1995,0.2899109,3.5966735,3.7649138,0.48856828,0.15127873
World,OWID_WRL,1996,0.2896729,3.5964515,3.7699318,0.48831466,0.1511088
World,OWID_WRL,1997,0.28938755,3.5908835,3.7890153,0.48803732,0.15092593
World,OWID_WRL,1998,0.28909516,3.5828843,3.813583,0.48771212,0.1507919
World,OWID_WRL,1999,0.2888331,3.5755708,3.8352203,0.48734614,0.15082613
World,OWID_WRL,2000,0.28863811,3.5714743,3.8455474,0.4870348,0.1509406
World,OWID_WRL,2001,0.2885537,3.5726268,3.8401377,0.4869052,0.15141876
World,OWID_WRL,2002,0.2885798,3.576409,3.8242059,0.48707926,0.15222281
World,OWID_WRL,2003,0.2886505,3.5810776,3.8037925,0.4873679,0.15322176
World,OWID_WRL,2004,0.28870344,3.58459,3.78499,0.48761976,0.1542961
World,OWID_WRL,2005,0.2886748,3.5843492,3.773679,0.48770896,0.15532674
World,OWID_WRL,2006,0.28862995,3.5651162,3.7754478,0.48758087,0.15643151
World,OWID_WRL,2007,0.28864112,3.5223153,3.7876673,0.48746112,0.15788984
World,OWID_WRL,2008,0.28865305,3.4718347,3.80403,0.487444,0.15949497
World,OWID_WRL,2009,0.28862357,3.4294875,3.8178456,0.48751542,0.1610854
World,OWID_WRL,2010,0.2885186,3.4102738,3.821852,0.48762587,0.16249368
World,OWID_WRL,2011,0.28840616,3.4099221,3.811399,0.48776188,0.16367842
World,OWID_WRL,2012,0.28834462,3.4120119,3.7912302,0.48793262,0.1647413
World,OWID_WRL,2013,0.2882915,3.4156337,3.7687528,0.48812687,0.16578408
World,OWID_WRL,2014,0.28820476,3.4204633,3.7512484,0.48834854,0.16697127
World,OWID_WRL,2015,0.28803006,3.4255397,3.7458007,0.4886118,0.1683489
World,OWID_WRL,2016,0.28846613,3.4293563,3.7599669,0.48887303,0.17063996
World,OWID_WRL,2017,0.28885987,3.4333224,3.7748022,0.48914567,0.17255633
World,OWID_WRL,2018,0.2883245,3.43748,3.7786238,0.48944956,0.173436
World,OWID_WRL,2019,0.28740895,3.4400527,3.779522,0.4898171,0.17395177